ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
143405;	148682;	12;	631;	C# Interfaces. Implicit implementation versus Explicit implementation;	143423;	c#/.netinterface/;	https://stackoverflow.com/questions/143405/c-interfaces-implicit-implementation-versus-explicit-implementation;
3575029;	567834;	2;	630;	C# List&ltstring&gt to string with delimiter;	3575036;	c#/string/list/delimiter/;	https://stackoverflow.com/questions/3575029/c-liststring-to-string-with-delimiter;
846994;	359510;	7;	627;	How to use HTML Agility pack;	null;	c#/htmlhtml-agility-pack/;	https://stackoverflow.com/questions/846994/how-to-use-html-agility-pack;
3218910;	552751;	16;	626;	Rename a file in C#;	3218923;	c#/filerename/;	https://stackoverflow.com/questions/3218910/rename-a-file-in-c;
5095183;	384398;	24;	622;	How would I run an async Task&ltT&gt method synchronously?;	5097066;	c#/asynchronous/c#-5.0/async-await/;	https://stackoverflow.com/questions/5095183/how-would-i-run-an-async-taskt-method-synchronously;
3025361;	1404127;	16;	617;	C# DateTime to &quotYYYYMMDDHHMMSS&quot format;	3025389;	c#/datetime/;	https://stackoverflow.com/questions/3025361/c-datetime-to-yyyymmddhhmmss-format;
241339;	462151;	11;	616;	When to use static classes in C#;	241372;	c#/classstatic/;	https://stackoverflow.com/questions/241339/when-to-use-static-classes-in-c;
189549;	378442;	15;	614;	Embedding DLLs in a compiled executable;	20306095;	c#/.net/dll/merge/linker/;	https://stackoverflow.com/questions/189549/embedding-dlls-in-a-compiled-executable;
5212751;	406415;	11;	609;	How can I get Id of inserted entity in Entity framework?;	null;	c#/entity-frameworkentity/;	https://stackoverflow.com/questions/5212751/how-can-i-get-id-of-inserted-entity-in-entity-framework;
1240373;	577891;	18;	605;	How do I get the current username in .NET using C#?;	1240379;	c#/.net/;	https://stackoverflow.com/questions/1240373/how-do-i-get-the-current-username-in-net-using-c;
1167361;	401416;	14;	603;	How do I convert an enum to a list in C#?;	1167367;	c#/.netenums/;	https://stackoverflow.com/questions/1167361/how-do-i-convert-an-enum-to-a-list-in-c;
9466838;	668116;	12;	602;	Writing to output window of Visual Studio;	9466908;	c#/visual-studio-2010/visual-studio/debugging/;	https://stackoverflow.com/questions/9466838/writing-to-output-window-of-visual-studio;
3210393;	356382;	13;	601;	How do I remove all non alphanumeric characters from a string except dash?;	3210410;	c#/regex/;	https://stackoverflow.com/questions/3210393/how-do-i-remove-all-non-alphanumeric-characters-from-a-string-except-dash;
1469764;	928008;	13;	601;	Run Command Prompt Commands;	1469790;	c#/.net/command-line/command/prompt/;	https://stackoverflow.com/questions/1469764/run-command-prompt-commands;
556133;	252732;	9;	598;	What&#39s the @ in front of a string in C#?;	556142;	c#/.netstring/;	https://stackoverflow.com/questions/556133/whats-the-in-front-of-a-string-in-c;
2113498;	205574;	19;	597;	SqlException from Entity Framework - New transaction is not allowed because there are other threads running in the session;	2180920;	c#/entity-framework/transactions/inversion-of-control/;	https://stackoverflow.com/questions/2113498/sqlexception-from-entity-framework-new-transaction-is-not-allowed-because-ther;
737151;	502721;	9;	596;	How to get the list of properties of a class?;	null;	c#/.net/reflection/properties/;	https://stackoverflow.com/questions/737151/how-to-get-the-list-of-properties-of-a-class;
1257482;	767223;	14;	594;	RedirectToAction with parameter;	1300844;	c#/asp.net-mvc/controller/redirecttoaction/;	https://stackoverflow.com/questions/1257482/redirecttoaction-with-parameter;
2109756;	511792;	15;	590;	How do I get the color from a hexadecimal color code using .NET?;	2109938;	c#/wpf/colors/hex/;	https://stackoverflow.com/questions/2109756/how-do-i-get-the-color-from-a-hexadecimal-color-code-using-net;
129389;	446215;	11;	588;	How do you do a deep copy of an object in .NET?;	129395;	c#/.net/serialization/clone/;	https://stackoverflow.com/questions/129389/how-do-you-do-a-deep-copy-of-an-object-in-net;
425389;	478085;	4;	588;	C# Equivalent of SQL Server DataTypes;	968734;	c#/.netsql-server/;	https://stackoverflow.com/questions/425389/c-equivalent-of-sql-server-datatypes;
919244;	1326454;	16;	585;	Converting a String to DateTime;	null;	c#/datetime/;	https://stackoverflow.com/questions/919244/converting-a-string-to-datetime;
1653046;	127208;	10;	585;	What are the true benefits of ExpandoObject?;	1663044;	c#/.net/.net-4.0/c#-4.0/;	https://stackoverflow.com/questions/1653046/what-are-the-true-benefits-of-expandoobject;
142003;	402672;	22;	582;	Cross-thread operation not valid: Control accessed from a thread other than the thread it was created on;	142069;	c#/multithreading/winforms/invoke/;	https://stackoverflow.com/questions/142003/cross-thread-operation-not-valid-control-accessed-from-a-thread-other-than-the;
222598;	614654;	26;	581;	How do I clone a generic list in C#?;	222640;	c#/generics/list/clone/;	https://stackoverflow.com/questions/222598/how-do-i-clone-a-generic-list-in-c;
463299;	1083510;	36;	580;	How do I make a textbox that only accepts numbers?;	463335;	c#/.net/winforms/textbox/;	https://stackoverflow.com/questions/463299/how-do-i-make-a-textbox-that-only-accepts-numbers;
68578;	844061;	18;	579;	Multiple cases in switch statement;	68611;	c#/switch-statement/;	https://stackoverflow.com/questions/68578/multiple-cases-in-switch-statement;
453161;	450927;	14;	578;	How can I save application settings in a Windows Forms application?;	453230;	c#/xml/winforms/configuration-files/application-settings/;	https://stackoverflow.com/questions/453161/how-can-i-save-application-settings-in-a-windows-forms-application;
5096926;	1136092;	18;	574;	What is the { get set } syntax in C#?;	5096967;	c#/properties/;	https://stackoverflow.com/questions/5096926/what-is-the-get-set-syntax-in-c;
600293;	229157;	23;	573;	How to check if a number is a power of 2;	600306;	c#/algorithmmath/;	https://stackoverflow.com/questions/600293/how-to-check-if-a-number-is-a-power-of-2;
4963160;	213391;	14;	559;	How to determine if a type implements an interface with C# reflection;	4963190;	c#/reflectioninterface/;	https://stackoverflow.com/questions/4963160/how-to-determine-if-a-type-implements-an-interface-with-c-reflection;
917551;	200202;	7;	558;	Func delegate with no return type;	917572;	c#/.net/;	https://stackoverflow.com/questions/917551/func-delegate-with-no-return-type;
1327544;	279168;	7;	557;	What is the equivalent of Java&#39s final in C#?;	1327549;	c#/access-modifiersreserved-words/;	https://stackoverflow.com/questions/1327544/what-is-the-equivalent-of-javas-final-in-c;
13489065;	200556;	4;	557;	Best practice to call ConfigureAwait for all server-side code;	13494570;	c#/asp.net-web-api/task-parallel-library/async-await/;	https://stackoverflow.com/questions/13489065/best-practice-to-call-configureawait-for-all-server-side-code;
881473;	219277;	17;	557;	Why catch and rethrow an exception in C#?;	881489;	c#/exception-handlingtry-catch/;	https://stackoverflow.com/questions/881473/why-catch-and-rethrow-an-exception-in-c;
26733;	257765;	16;	548;	Getting all types that implement an interface;	26750;	c#/optimization/reflection/lambda/c#-3.0/;	https://stackoverflow.com/questions/26733/getting-all-types-that-implement-an-interface;
302096;	174610;	13;	546;	How can I return NULL from a generic method in C#?;	302129;	c#/generics/;	https://stackoverflow.com/questions/302096/how-can-i-return-null-from-a-generic-method-in-c;
814878;	298882;	17;	546;	C# difference between == and Equals();	814880;	c#/.netequals/;	https://stackoverflow.com/questions/814878/c-difference-between-and-equals;
619856;	308634;	18;	546;	Interface defining a constructor signature?;	41685659;	c#/interfaceconstructor/;	https://stackoverflow.com/questions/619856/interface-defining-a-constructor-signature;
492799;	136630;	9;	545;	Difference between InvariantCulture and Ordinal string comparison;	492885;	c#/.net/string-comparison/ordinal/;	https://stackoverflow.com/questions/492799/difference-between-invariantculture-and-ordinal-string-comparison;
17134522;	54135;	7;	544;	Does anyone have benchmarks (code &amp results) comparing performance of Android apps written in Xamarin C# and Java?;	null;	c#/java/android/xamarin/dot42/;	https://stackoverflow.com/questions/17134522/does-anyone-have-benchmarks-code-results-comparing-performance-of-android-ap;
6256847;	24051;	5;	542;	Curious null-coalescing operator custom implicit conversion behaviour;	6271607;	c#/null-coalescing-operator/;	https://stackoverflow.com/questions/6256847/curious-null-coalescing-operator-custom-implicit-conversion-behaviour;
559415;	416532;	9;	539;	Concat all strings inside a List&ltstring&gt using LINQ;	559461;	c#/linq.net-3.5/;	https://stackoverflow.com/questions/559415/concat-all-strings-inside-a-liststring-using-linq;
43289;	310540;	27;	537;	Comparing two byte arrays in .NET;	8808245;	c#/.net/arrays/performance/j#/;	https://stackoverflow.com/questions/43289/comparing-two-byte-arrays-in-net;
1928909;	400697;	4;	534;	Can I escape a double quote in a verbatim string literal?;	1928916;	c#/string/escaping/literals/verbatim-string/;	https://stackoverflow.com/questions/1928909/can-i-escape-a-double-quote-in-a-verbatim-string-literal;
3404975;	691205;	21;	533;	LEFT OUTER JOIN in LINQ;	null;	c#/linqjoin/;	https://stackoverflow.com/questions/3404975/left-outer-join-in-linq;
7583770;	310639;	21;	531;	Unable to update the EntitySet - because it has a DefiningQuery and no &ltUpdateFunction&gt element exist;	7583791;	c#/asp.net/.net/entity-framework/primary-key/;	https://stackoverflow.com/questions/7583770/unable-to-update-the-entityset-because-it-has-a-definingquery-and-no-updatefu;
249222;	188475;	15;	531;	Can I add extension methods to an existing static class?;	309414;	c#/staticextension-methods/;	https://stackoverflow.com/questions/249222/can-i-add-extension-methods-to-an-existing-static-class;
1784664;	201043;	16;	529;	What is the difference between declarative and imperative programming?;	1784702;	c#/paradigms/imperative-programming/declarative-programming/;	https://stackoverflow.com/questions/1784664/what-is-the-difference-between-declarative-and-imperative-programming;
153877;	170457;	11;	528;	What is the difference between ManualResetEvent and AutoResetEvent in .NET?;	154005;	c#/.net/multithreading/autoresetevent/manualresetevent/;	https://stackoverflow.com/questions/153877/what-is-the-difference-between-manualresetevent-and-autoresetevent-in-net;
6507889;	334874;	13;	527;	How to ignore a property in class if null, using json.net;	6507965;	c#/json.net/;	https://stackoverflow.com/questions/6507889/how-to-ignore-a-property-in-class-if-null-using-json-net;
14019510;	501843;	6;	525;	Calculate the execution time of a method;	14019526;	c#/.net/timer/io/stopwatch/;	https://stackoverflow.com/questions/14019510/calculate-the-execution-time-of-a-method;
290548;	465093;	13;	525;	Validate a username and password against Active Directory?;	null;	c#/authenticationactive-directory/;	https://stackoverflow.com/questions/290548/validate-a-username-and-password-against-active-directory;
2455654;	181173;	17;	523;	What &#39additional configuration&#39 is necessary to reference a .NET 2.0 mixed mode assembly in a .NET 4.0 project?;	2455686;	c#/.net/sqlite/.net-4.0/system.data.sqlite/;	https://stackoverflow.com/questions/2455654/what-additional-configuration-is-necessary-to-reference-a-net-2-0-mixed-mode;
674479;	536653;	12;	522;	How do I get the directory from a file&#39s full path?;	674495;	c#/.net/file/file-io/directory/;	https://stackoverflow.com/questions/674479/how-do-i-get-the-directory-from-a-files-full-path;
6029804;	324639;	8;	522;	How does lock work exactly?;	6029829;	c#/.net/synchronization/locking/thread-safety/;	https://stackoverflow.com/questions/6029804/how-does-lock-work-exactly;
58744;	347662;	22;	521;	Copy the entire contents of a directory in C#;	3822913;	c#/.net/directory/copy/;	https://stackoverflow.com/questions/58744/copy-the-entire-contents-of-a-directory-in-c;
3944803;	391229;	10;	520;	Use LINQ to get items in one List&lt&gt, that are not in another List&lt&gt;	3944816;	c#/linq.net-3.5/;	https://stackoverflow.com/questions/3944803/use-linq-to-get-items-in-one-list-that-are-not-in-another-list;
429529;	188678;	4;	520;	What does the @ symbol before a variable name mean in C#?;	429534;	c#/variables/naming/specifications/reserved-words/;	https://stackoverflow.com/questions/429529/what-does-the-symbol-before-a-variable-name-mean-in-c;
230128;	294972;	12;	518;	How do I copy the contents of one stream to another?;	230141;	c#/streamcopying/;	https://stackoverflow.com/questions/230128/how-do-i-copy-the-contents-of-one-stream-to-another;
3601901;	192387;	22;	514;	When is it appropriate to use C# partial classes?;	null;	c#/classarchitecture/;	https://stackoverflow.com/questions/3601901/when-is-it-appropriate-to-use-c-partial-classes;
325426;	134900;	13;	511;	Programmatic equivalent of default(Type);	353073;	c#/reflectiondefault/;	https://stackoverflow.com/questions/325426/programmatic-equivalent-of-defaulttype;
294216;	69309;	7;	510;	Why does C# forbid generic attribute types?;	294259;	c#/generics.net-attributes/;	https://stackoverflow.com/questions/294216/why-does-c-forbid-generic-attribute-types;
238002;	567760;	17;	509;	Replace Line Breaks in a String C#;	238020;	c#/.netstring/;	https://stackoverflow.com/questions/238002/replace-line-breaks-in-a-string-c;
671968;	216779;	21;	509;	Retrieving Property name from lambda expression;	672330;	c#/linq/lambda/expression-trees/;	https://stackoverflow.com/questions/671968/retrieving-property-name-from-lambda-expression;
6041332;	591411;	10;	508;	Best way to get application folder path;	6041505;	c#/.net/;	https://stackoverflow.com/questions/6041332/best-way-to-get-application-folder-path;
17047602;	432964;	6;	505;	Proper way to initialize a C# dictionary with values?;	17047702;	c#/dictionary/;	https://stackoverflow.com/questions/17047602/proper-way-to-initialize-a-c-dictionary-with-values;
202813;	1613332;	20;	505;	Adding values to a C# array;	202854;	c#/arrays/;	https://stackoverflow.com/questions/202813/adding-values-to-a-c-array;
888533;	207094;	17;	503;	How can I update the current line in a C# Windows Console App?;	888569;	c#/windowsconsole/;	https://stackoverflow.com/questions/888533/how-can-i-update-the-current-line-in-a-c-windows-console-app;
1542073;	187782;	7;	501;	XDocument or XmlDocument;	1542101;	c#/xml/xmldocument/linq-to-xml/;	https://stackoverflow.com/questions/1542073/xdocument-or-xmldocument;
3081916;	1392993;	11;	499;	Convert int to string?;	3081919;	c#/stringint/;	https://stackoverflow.com/questions/3081916/convert-int-to-string;
