ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
59779113;	75;	0;	0;	AspNetCore v3.1 Response.Redirect from HttpPost fails;	null;	c#/azure/api/asp.net-core/cors/;	https://stackoverflow.com/questions/59779113/aspnetcore-v3-1-response-redirect-from-httppost-fails;
57159545;	174;	1;	0;	BackgroundService implementation that prevents AspNetCore to start/stop correctly;	57604643;	c#/asp.net-core/task/background-service/;	https://stackoverflow.com/questions/57159545/backgroundservice-implementation-that-prevents-aspnetcore-to-start-stop-correctl;
53853146;	227;	1;	0;	How do you invalidate a cached AWS API Gateway endpoint in ASPNETCORE?;	null;	c#/.net/caching/asp.net-core/aws-api-gateway/;	https://stackoverflow.com/questions/53853146/how-do-you-invalidate-a-cached-aws-api-gateway-endpoint-in-aspnetcore;
59540035;	52;	0;	0;	Cant Create Cognito User using aspnetcore?;	null;	c#/amazon-web-services/authentication/asp.net-core/amazon-cognito/;	https://stackoverflow.com/questions/59540035/cant-create-cognito-user-using-aspnetcore;
59210696;	315;	1;	2;	ASPNETCore SignalR authentication with Reference token;	59466828;	c#/authentication/signalr/bearer-token/asp.net-core-signalr/;	https://stackoverflow.com/questions/59210696/aspnetcore-signalr-authentication-with-reference-token;
59394452;	30;	0;	2;	AspNetCore include Razor Pages in other assembly;	null;	c#/asp.net-mvc-routingrazor-pages/;	https://stackoverflow.com/questions/59394452/aspnetcore-include-razor-pages-in-other-assembly;
59350241;	38;	1;	0;	how do i propeply reference microsoft ASPNETCORE Identity in my project for visual studio code?;	null;	c#/asp.net-core/visual-studio-code/asp.net-identity/;	https://stackoverflow.com/questions/59350241/how-do-i-propeply-reference-microsoft-aspnetcore-identity-in-my-project-for-visu;
59199894;	173;	1;	1;	How add identity and user management into aspnetcore web api?;	59200926;	c#/asp.net-core-webapi/asp.net-core-identity/user-management/;	https://stackoverflow.com/questions/59199894/how-add-identity-and-user-management-into-aspnetcore-web-api;
59181004;	31;	0;	0;	Business settings management in aspnetcore;	null;	c#/asp.net/asp.net-core/entity-framework-core/persistence/;	https://stackoverflow.com/questions/59181004/business-settings-management-in-aspnetcore;
59185048;	36;	1;	0;	How to Properly Redirect in AspNetCore 3.0 Action Filter Attribute?;	null;	c#/asp.net-mvcasp.net-core/;	https://stackoverflow.com/questions/59185048/how-to-properly-redirect-in-aspnetcore-3-0-action-filter-attribute;
59166776;	96;	2;	0;	Do http response packets start getting sent to caller before all middleware execution is complete? (aspnetcore);	null;	c#/asp.net-core.net-core/;	https://stackoverflow.com/questions/59166776/do-http-response-packets-start-getting-sent-to-caller-before-all-middleware-exec;
59131374;	78;	2;	0;	AspNetCore ModelState type missing in one specific context;	59131523;	c#/asp.net-core/;	https://stackoverflow.com/questions/59131374/aspnetcore-modelstate-type-missing-in-one-specific-context;
59033413;	473;	2;	0;	c# - AspNetCore set content root path;	59034183;	c#/asp.net/asp.net-core/blazor/;	https://stackoverflow.com/questions/59033413/c-aspnetcore-set-content-root-path;
58921978;	78;	1;	0;	Role and Policy Authorization without AspNetCore Identity?;	58927067;	c#/architecture/authorization/asp.net-identity/identityserver4/;	https://stackoverflow.com/questions/58921978/role-and-policy-authorization-without-aspnetcore-identity;
58871677;	35;	0;	0;	Is it possible to force browsers to use a specific cipher suite for all requests from WEBAPI - ASPNETCore?;	null;	c#/asp.net-coreasp.net-core-webapi/;	https://stackoverflow.com/questions/58871677/is-it-possible-to-force-browsers-to-use-a-specific-cipher-suite-for-all-requests;
58855965;	139;	1;	1;	Unit test AspNetCore Controller check HttpStatusCode with ActionResult&ltT&gt result;	58856418;	c#/unit-testing/asp.net-core/.net-core/asp.net-core-webapi/;	https://stackoverflow.com/questions/58855965/unit-test-aspnetcore-controller-check-httpstatuscode-with-actionresultt-result;
58728677;	230;	1;	0;	SignalR AzureFunction client to AspNetCore WebApi Hub connection;	58819942;	c#/asp.net-core/signalr/asp.net-core-signalr/;	https://stackoverflow.com/questions/58728677/signalr-azurefunction-client-to-aspnetcore-webapi-hub-connection;
58801660;	103;	1;	0;	Converting Aspnet to aspnetcore: RequestContext.Principal;	58801949;	c#/asp.net-core/;	https://stackoverflow.com/questions/58801660/converting-aspnet-to-aspnetcore-requestcontext-principal;
47409309;	1240;	2;	0;	disposing httpClient in aspnetcore mvc controller;	58760131;	c#/rest/asp.net-core-mvc/asp.net-core-webapi/;	https://stackoverflow.com/questions/47409309/disposing-httpclient-in-aspnetcore-mvc-controller;
58753476;	23;	0;	0;	Calling AspNetCore Api using test server and HttpWebRequest in Integration Test;	null;	c#/.net-core/;	https://stackoverflow.com/questions/58753476/calling-aspnetcore-api-using-test-server-and-httpwebrequest-in-integration-test;
54944216;	611;	2;	5;	AspNetCore Integration Testing Multiple WebApplicationFactory Instances?;	54946761;	c#/unit-testing/asp.net-core/integration-testing/asp.net-core-2.2/;	https://stackoverflow.com/questions/54944216/aspnetcore-integration-testing-multiple-webapplicationfactory-instances;
55590928;	469;	3;	1;	Building an integration test for an AspNetCore API that uses IdentityServer 4 for Auth;	55598091;	c#/asp.net-core/integration-testing/identityserver4/;	https://stackoverflow.com/questions/55590928/building-an-integration-test-for-an-aspnetcore-api-that-uses-identityserver-4-fo;
58611598;	32;	0;	0;	Cannot find the AspNetCore Nuget packages for 3.0 (specifically routing);	null;	c#/asp.net-core/;	https://stackoverflow.com/questions/58611598/cannot-find-the-aspnetcore-nuget-packages-for-3-0-specifically-routing;
55861993;	1017;	2;	2;	MassTransit RabbitMQ AspNetCore not starting the bus and registering receive endpoints;	55870848;	c#/asp.net-core/.net-core/masstransit/;	https://stackoverflow.com/questions/55861993/masstransit-rabbitmq-aspnetcore-not-starting-the-bus-and-registering-receive-end;
52040742;	4316;	1;	6;	Get wwwroot path when in ConfigureServices (aspnetcore);	52040818;	c#/asp.net-core/;	https://stackoverflow.com/questions/52040742/get-wwwroot-path-when-in-configureservices-aspnetcore;
58491888;	199;	0;	4;	Handler &quotaspNetCore&quot has a bad module &quotAspNetCoreModuleV4&quot in its module list;	null;	c#/.net/api/iis/.net-core/;	https://stackoverflow.com/questions/58491888/handler-aspnetcore-has-a-bad-module-aspnetcoremodulev4-in-its-module-list;
53182135;	40;	1;	0;	Using aspnetcore signalr as system.io stream blocking;	null;	c#/multithreading/asynchronous/signalr/;	https://stackoverflow.com/questions/53182135/using-aspnetcore-signalr-as-system-io-stream-blocking;
51842808;	10571;	5;	5;	AspNetCore Could not load type &#39Swashbuckle.AspNetCore.SwaggerGen.SwaggerResponseAttribute&#39;	51853483;	c#/asp.net-coreswagger/;	https://stackoverflow.com/questions/51842808/aspnetcore-could-not-load-type-swashbuckle-aspnetcore-swaggergen-swaggerrespons;
58394853;	48;	0;	0;	How to deploy aspnetcore app to ubuntu on digital ocean;	null;	c#/ubuntu/asp.net-core/digital-ocean/;	https://stackoverflow.com/questions/58394853/how-to-deploy-aspnetcore-app-to-ubuntu-on-digital-ocean;
53793847;	3673;	3;	6;	Add `host`, `basePath` and `schemes` to swagger.json using Swashbuckle Aspnetcore;	53794326;	c#/json/asp.net-core/swagger/swashbuckle/;	https://stackoverflow.com/questions/53793847/add-host-basepath-and-schemes-to-swagger-json-using-swashbuckle-aspnetcor;
58088026;	166;	1;	0;	AspnetCore Multiple authentication and use of AddAuthorization/AddAuthentication/UseAuthentication;	58171915;	c#/authentication/jwt/authorization/;	https://stackoverflow.com/questions/58088026/aspnetcore-multiple-authentication-and-use-of-addauthorization-addauthentication;
52347535;	2000;	2;	4;	Register AspNetCore 2.1 Identity system with DbContext interface;	52348155;	c#/entity-framework/asp.net-core/dependency-injection/asp.net-identity/;	https://stackoverflow.com/questions/52347535/register-aspnetcore-2-1-identity-system-with-dbcontext-interface;
57867758;	55;	1;	1;	AspNetCore 2.2 Angular SignalR Negotiate always returns 404 Not found;	57873192;	c#/angular/typescript/asp.net-core/signalr/;	https://stackoverflow.com/questions/57867758/aspnetcore-2-2-angular-signalr-negotiate-always-returns-404-not-found;
54113641;	105;	1;	1;	Attribute-based routing, arguments with different name to variable - aspnetcore;	57789422;	c#/asp.net-core/.net-core/swagger/nswag/;	https://stackoverflow.com/questions/54113641/attribute-based-routing-arguments-with-different-name-to-variable-aspnetcore;
57753258;	365;	1;	1;	What configurations required to make NodaTime.Instant work as query/path/form parameter in AspNetCore?;	57754748;	c#/.net/asp.net-core/nodatime/;	https://stackoverflow.com/questions/57753258/what-configurations-required-to-make-nodatime-instant-work-as-query-path-form-pa;
57515056;	70;	1;	2;	How does AspNetCore inject css and js into its developer exception page?;	57612471;	c#/asp.net-core.net-core/;	https://stackoverflow.com/questions/57515056/how-does-aspnetcore-inject-css-and-js-into-its-developer-exception-page;
57489625;	124;	1;	0;	AspNetCore rejects preflight messages;	57509924;	c#/authentication/asp.net-core/jwt/ntlm/;	https://stackoverflow.com/questions/57489625/aspnetcore-rejects-preflight-messages;
57504377;	137;	1;	3;	Consolidating aspnetcore items in Startup, without duplicating service registrations or pipelines;	57507027;	c#/asp.net-core/;	https://stackoverflow.com/questions/57504377/consolidating-aspnetcore-items-in-startup-without-duplicating-service-registrat;
57399438;	94;	0;	4;	Dockerizing aspnetcore-react template fails;	null;	c#/node.js/reactjs/docker/.net-core/;	https://stackoverflow.com/questions/57399438/dockerizing-aspnetcore-react-template-fails;
57381527;	35;	1;	-3;	Update aspnetcore 3 preview 6 to preview 7;	null;	c#/asp.net-core/;	https://stackoverflow.com/questions/57381527/update-aspnetcore-3-preview-6-to-preview-7;
57376372;	248;	0;	0;	Which Runtime and web hosting bundle do i need to host my AspNetCore 2.0.3 app?;	null;	c#/asp.net/angular5/asp.net-core-2.0/;	https://stackoverflow.com/questions/57376372/which-runtime-and-web-hosting-bundle-do-i-need-to-host-my-aspnetcore-2-0-3-app;
57329909;	322;	2;	1;	AspNetCore Identity User missing ApplicationUser custom properties;	57330410;	c#/asp.net-core/asp.net-identity/identityserver4/;	https://stackoverflow.com/questions/57329909/aspnetcore-identity-user-missing-applicationuser-custom-properties;
39058422;	28014;	3;	34;	How to set command timeout in aspnetcore/entityframeworkcore;	null;	c#/asp.net-coreentity-framework-core/;	https://stackoverflow.com/questions/39058422/how-to-set-command-timeout-in-aspnetcore-entityframeworkcore;
57096791;	69;	1;	0;	In an AspNetCore API controller, is there a well-accepted way to DRY out repetitious validation code?;	57097530;	c#/asp.net-core/;	https://stackoverflow.com/questions/57096791/in-an-aspnetcore-api-controller-is-there-a-well-accepted-way-to-dry-out-repetit;
57062725;	28;	0;	1;	Updating a NETCore app to an AspNetCore app;	null;	c#/asp.net/asp.net-core/visual-studio-2019/service-fabric-stateful/;	https://stackoverflow.com/questions/57062725/updating-a-netcore-app-to-an-aspnetcore-app;
56889844;	290;	1;	1;	AspNetCore MVC - ControllerBase.Challenge Issue;	56936398;	c#/asp.net-core/asp.net-core-2.0/asp.net-core-mvc-2.0/.net-4.6.1/;	https://stackoverflow.com/questions/56889844/aspnetcore-mvc-controllerbase-challenge-issue;
56759773;	176;	1;	0;	How to and is good practice to create generic Host class extension methods in ASPNETCORE 3?;	56760884;	c#/host.net-core-3.0/;	https://stackoverflow.com/questions/56759773/how-to-and-is-good-practice-to-create-generic-host-class-extension-methods-in-as;
56670908;	137;	1;	0;	C# AspNetCore SignalR Client - Connection Closed Handler;	56671144;	c#/signalr/task/asp.net-core-signalr/;	https://stackoverflow.com/questions/56670908/c-aspnetcore-signalr-client-connection-closed-handler;
56553912;	44;	1;	-2;	AspNetCore AspIdentity Dependency Injection of PasswordHaserOptions;	null;	c#/asp.net-core/dependency-injection/.net-core/;	https://stackoverflow.com/questions/56553912/aspnetcore-aspidentity-dependency-injection-of-passwordhaseroptions;
56250443;	25;	1;	0;	ASPNetCore wepApi Authentication based on simple condition;	null;	c#/asp.net-core-webapi/;	https://stackoverflow.com/questions/56250443/aspnetcore-wepapi-authentication-based-on-simple-condition;
56058357;	696;	1;	1;	Json Post Object to AspNetCore not working;	null;	c#/json/post/asp.net-core/;	https://stackoverflow.com/questions/56058357/json-post-object-to-aspnetcore-not-working;
55968971;	203;	0;	1;	Use FromRoute and FromQuery in single action of ApiController in AspNetCore 2.2;	null;	c#/asp.net-core/asp.net-core-mvc/asp.net-core-2.2/;	https://stackoverflow.com/questions/55968971/use-fromroute-and-fromquery-in-single-action-of-apicontroller-in-aspnetcore-2-2;
55885097;	538;	1;	0;	NuGet problems: can&#39t get (newly generated) empty AspNetCore app to work anymore;	55894553;	c#/visual-studio/.net-core/nuget/nuget-package-restore/;	https://stackoverflow.com/questions/55885097/nuget-problems-cant-get-newly-generated-empty-aspnetcore-app-to-work-anymore;
55821321;	61;	0;	1;	Error: The namespace &#39AspNetCore&#39 already contains a definition for &#39Views__ViewImports&#39 (CS0101) [Prerendering];	null;	javascript/c#/asp.net/single-page-application/;	https://stackoverflow.com/questions/55821321/error-the-namespace-aspnetcore-already-contains-a-definition-for-views-view;
55819838;	48;	0;	0;	How to map simple auth requirements onto AspNetCore authn/authz concepts;	null;	c#/authentication/asp.net-core/asp.net-core-mvc/authorization/;	https://stackoverflow.com/questions/55819838/how-to-map-simple-auth-requirements-onto-aspnetcore-authn-authz-concepts;
55797971;	147;	1;	2;	SassKit.Multitenancy not compatible with AspNetCore 2.2?;	55818219;	c#/asp.net-core/;	https://stackoverflow.com/questions/55797971/sasskit-multitenancy-not-compatible-with-aspnetcore-2-2;
55676643;	49;	0;	0;	How to Update My CodeGenerator coded by Microsoft.AspNet.Scaffolding for aspnetcore?;	null;	c#/asp.net-corevsix/;	https://stackoverflow.com/questions/55676643/how-to-update-my-codegenerator-coded-by-microsoft-aspnet-scaffolding-for-aspnetc;
